sku,link 1,link 2,link 3,link 4,link 5,link 6,link 7,link 8,link 9
127473,https://storage.googleapis.com/mktplacealpha/inverno25novos/127473_1-20260610163851-74bd770e.png,https://storage.googleapis.com/mktplacealpha/inverno25novos/127473_2-20260610163851-8116b44e.png,https://storage.googleapis.com/mktplacealpha/inverno25novos/127473_3-20260610163851-a3bb4404.jpg,,,,,,
127474,https://storage.googleapis.com/mktplacealpha/inverno25novos/127474_1-20260610163849-49f4d1e5.png,https://storage.googleapis.com/mktplacealpha/inverno25novos/127474_2-20260610163849-59949d0e.png,https://storage.googleapis.com/mktplacealpha/inverno25novos/127474_3-20260610163849-44f23ab5.jpg,,,,,,
127475,https://storage.googleapis.com/mktplacealpha/inverno25novos/127475_1-20260610163848-c0815a4a.png,https://storage.googleapis.com/mktplacealpha/inverno25novos/127475_2-20260610163848-43881146.png,https://storage.googleapis.com/mktplacealpha/inverno25novos/127475_3-20260610163848-f6581dcb.jpg,,,,,,
127476,https://storage.googleapis.com/mktplacealpha/inverno25novos/127476_1-20260610163852-e40ac510.png,https://storage.googleapis.com/mktplacealpha/inverno25novos/127476_2-20260610163852-1a5af15b.png,https://storage.googleapis.com/mktplacealpha/inverno25novos/127476_3-20260610163852-4e4bee73.jpg,,,,,,
127477,https://storage.googleapis.com/mktplacealpha/inverno25novos/127477_1-20260610163850-cc1e64e2.jpg,https://storage.googleapis.com/mktplacealpha/inverno25novos/127477_2-20260610163851-b110ec6e.jpg,,,,,,,
127478,https://storage.googleapis.com/mktplacealpha/inverno25novos/127478_1-20260610163846-7aa54210.jpg,https://storage.googleapis.com/mktplacealpha/inverno25novos/127478_2-20260610163847-11f0ab33.jpg,,,,,,,
127479,https://storage.googleapis.com/mktplacealpha/inverno25novos/127479_1-20260610163850-863718ba.jpg,https://storage.googleapis.com/mktplacealpha/inverno25novos/127479_2-20260610163850-4a63a299.jpg,,,,,,,
127480,https://storage.googleapis.com/mktplacealpha/inverno25novos/127480_1-20260610163846-1315cb0c.jpg,https://storage.googleapis.com/mktplacealpha/inverno25novos/127480_2-20260610163846-53148041.jpg,,,,,,,
127481,https://storage.googleapis.com/mktplacealpha/inverno25novos/127481_1-20260610163847-70f1e633.jpg,https://storage.googleapis.com/mktplacealpha/inverno25novos/127481_2-20260610163847-674451df.jpg,,,,,,,
127482,https://storage.googleapis.com/mktplacealpha/inverno25novos/127482_1-20260610163845-b8f29c92.jpg,https://storage.googleapis.com/mktplacealpha/inverno25novos/127482_2-20260610163845-8bc0c5fd.jpg,,,,,,,
